UF;COD_UF;CÓDI52;NOME;População;IDHM;IDHM_Renda;IDHM_Longevidade;IDHM_Educação
TO;17;1711951;Lagoa do Tocantins;4.037;0.579;0.543;0.758;0.471
TO;17;1712009;Lajeado;3.026;0.778;0.796;0.840;0.704
TO;17;1712157;Lavandeira;1.814;0.660;0.598;0.775;0.620
TO;17;1712405;Lizarda;3.796;0.570;0.584;0.765;0.415
TO;17;1712454;Luzinópolis;2.945;0.639;0.593;0.726;0.605
TO;17;1712504;Marianópolis do Tocantins;4.896;0.631;0.630;0.792;0.504
TO;17;1712702;Mateiros;2.524;0.607;0.586;0.823;0.463
TO;17;1712801;Maurilândia do Tocantins;3.362;0.580;0.542;0.724;0.498
TO;17;1713205;Miracema do Tocantins;19.634;0.684;0.675;0.820;0.579
TO;17;1713304;Miranorte;13.298;0.662;0.633;0.804;0.571
TO;17;1713601;Monte do Carmo;7.535;0.622;0.608;0.808;0.489
TO;17;1713700;Monte Santo do Tocantins;2.231;0.620;0.572;0.760;0.547
TO;17;1713957;Muricilândia;3.433;0.596;0.543;0.745;0.524
TO;17;1714203;Natividade;9.291;0.730;0.707;0.806;0.683
TO;17;1714302;Nazaré;4.177;0.643;0.584;0.792;0.576
TO;17;1714880;Nova Olinda;11.513;0.631;0.614;0.765;0.535
TO;17;1715002;Nova Rosalândia;4.113;0.661;0.582;0.791;0.628
TO;17;1715101;Novo Acordo;4.158;0.639;0.618;0.797;0.530
TO;17;1715150;Novo Alegre;2.351;0.699;0.642;0.812;0.654
TO;17;1715259;Novo Jardim;2.650;0.596;0.559;0.730;0.520
TO;17;1715507;Oliveira de Fátima;1.098;0.675;0.627;0.798;0.614
TO;17;1721000;Palmas;272.726;0.788;0.789;0.827;0.749
TO;17;1715705;Palmeirante;5.651;0.571;0.564;0.756;0.436
TO;17;1713809;Palmeiras do Tocantins;6.362;0.628;0.586;0.810;0.522
TO;17;1715754;Palmeirópolis;7.645;0.673;0.652;0.817;0.571
TO;17;1716109;Paraíso do Tocantins;49.076;0.764;0.759;0.831;0.706
TO;17;1716208;Paranã;10.573;0.595;0.588;0.777;0.461
TO;17;1716307;Pau D'Arco;4.814;0.661;0.621;0.792;0.587
TO;17;1716505;Pedro Afonso;12.900;0.732;0.699;0.846;0.664
TO;17;1716604;Peixe;11.340;0.674;0.679;0.812;0.555
TO;17;1716653;Pequizeiro;5.381;0.627;0.589;0.806;0.518
TO;17;1717008;Pindorama do Tocantins;4.547;0.605;0.579;0.733;0.521
TO;17;1717206;Piraquê;3.031;0.621;0.593;0.792;0.511
TO;17;1717503;Pium;7.357;0.650;0.633;0.822;0.527
TO;17;1717800;Ponte Alta do Bom Jesus;4.649;0.603;0.589;0.820;0.455
TO;17;1717909;Ponte Alta do Tocantins;7.793;0.624;0.587;0.779;0.531
TO;17;1718006;Porto Alegre do Tocantins;3.039;0.645;0.586;0.785;0.584
TO;17;1718204;Porto Nacional;52.182;0.740;0.699;0.826;0.701
TO;17;1718303;Praia Norte;8.229;0.583;0.526;0.730;0.517
TO;17;1718402;Presidente Kennedy;3.744;0.669;0.628;0.820;0.582
TO;17;1718451;Pugmil;2.591;0.669;0.621;0.809;0.595
TO;17;1718501;Recursolândia;4.132;0.500;0.490;0.738;0.345
TO;17;1718550;Riachinho;4.520;0.632;0.577;0.795;0.551
TO;17;1718659;Rio da Conceição;1.980;0.608;0.557;0.718;0.561
TO;17;1718709;Rio dos Bois;2.764;0.616;0.588;0.795;0.501
TO;17;1718758;Rio Sono;6.486;0.600;0.574;0.779;0.482
TO;17;1718808;Sampaio;4.415;0.606;0.546;0.691;0.590
TO;17;1718840;Sandolândia;3.410;0.659;0.626;0.791;0.578
TO;17;1718865;Santa Fé do Araguaia;7.232;0.616;0.604;0.804;0.482
TO;17;1718881;Santa Maria do Tocantins;3.252;0.634;0.600;0.784;0.543
TO;17;1718899;Santa Rita do Tocantins;2.300;0.651;0.630;0.830;0.527
TO;17;1718907;Santa Rosa do Tocantins;4.794;0.595;0.574;0.780;0.471
TO;17;1719004;Santa Tereza do Tocantins;2.762;0.662;0.618;0.817;0.575
TO;17;1720002;Santa Terezinha do Tocantins;2.547;0.637;0.583;0.758;0.584
TO;17;1720101;São Bento do Tocantins;5.096;0.605;0.595;0.736;0.506
TO;17;1720150;São Félix do Tocantins;1.545;0.574;0.550;0.771;0.446
TO;17;1720200;São Miguel do Tocantins;11.597;0.623;0.582;0.762;0.544
TO;17;1720259;São Salvador do Tocantins;3.058;0.605;0.592;0.794;0.471
TO;17;1720309;São Sebastião do Tocantins;4.654;0.573;0.516;0.748;0.487
TO;17;1720499;São Valério;4.214;0.643;0.605;0.814;0.539
TO;17;1720655;Silvanópolis;5.345;0.675;0.638;0.814;0.592
TO;17;1720804;Sítio Novo do Tocantins;9.243;0.604;0.550;0.762;0.526
TO;17;1720853;Sucupira;1.900;0.667;0.623;0.794;0.599
TO;17;1720903;Taguatinga;16.238;0.634;0.628;0.818;0.497
TO;17;1720937;Taipas do Tocantins;2.094;0.601;0.578;0.798;0.470
TO;17;1720978;Talismã;2.737;0.654;0.654;0.801;0.535
TO;17;1721109;Tocantínia;7.313;0.589;0.570;0.782;0.459
TO;17;1721208;Tocantinópolis;23.141;0.681;0.634;0.801;0.623
TO;17;1721257;Tupirama;1.782;0.670;0.629;0.808;0.593
TO;17;1721307;Tupiratins;2.461;0.587;0.601;0.791;0.425
TO;17;1722081;Wanderlândia;11.566;0.638;0.619;0.748;0.561
TO;17;1722107;Xambioá;11.709;0.671;0.648;0.818;0.570
MA;21;2100055;Açailândia;109.685;0.672;0.643;0.785;0.602
MA;21;2100105;Afonso Cunha;6.351;0.529;0.471;0.725;0.434
MA;21;2100154;Água Doce do Maranhão;12.257;0.500;0.494;0.697;0.363
MA;21;2100204;Alcântara;21.659;0.573;0.525;0.753;0.475
MA;21;2100303;Aldeias Altas;25.823;0.513;0.500;0.720;0.374
MA;21;2100402;Altamira do Maranhão;11.616;0.549;0.486;0.719;0.473
MA;21;2100436;Alto Alegre do Maranhão;26.348;0.554;0.516;0.744;0.444
MA;21;2100477;Alto Alegre do Pindaré;31.287;0.558;0.465;0.774;0.483
MA;21;2100501;Alto Parnaíba;10.956;0.633;0.683;0.785;0.474
MA;21;2100550;Amapá do Maranhão;6.789;0.520;0.503;0.688;0.406
MA;21;2100600;Amarante do Maranhão;40.378;0.555;0.541;0.716;0.441
MA;21;2100709;Anajatuba;26.880;0.581;0.523;0.762;0.492
MA;21;2100808;Anapurus;15.286;0.581;0.511;0.764;0.502
MA;21;2100832;Apicum-Açu;17.948;0.568;0.529;0.718;0.483
MA;21;2100873;Araguanã;15.018;0.604;0.617;0.756;0.473
MA;21;2100907;Araioses;45.255;0.521;0.497;0.709;0.402
MA;21;2100956;Arame;32.015;0.512;0.525;0.701;0.365
MA;21;2101004;Arari;29.200;0.626;0.587;0.764;0.546
MA;21;2101103;Axixá;11.850;0.641;0.535;0.776;0.634
MA;21;2101202;Bacabal;102.656;0.651;0.619;0.753;0.591
MA;21;2101251;Bacabeira;16.553;0.629;0.558;0.768;0.580
MA;21;2101301;Bacuri;17.335;0.578;0.540;0.737;0.484
MA;21;2101350;Bacurituba;5.511;0.537;0.474;0.681;0.479
MA;21;2101400;Balsas;92.144;0.687;0.674;0.807;0.597
MA;21;2101509;Barão de Grajaú;18.365;0.592;0.578;0.743;0.484
MA;21;2101608;Barra do Corda;86.151;0.606;0.585;0.763;0.498
MA;21;2101707;Barreirinhas;60.588;0.570;0.515;0.752;0.479
MA;21;2101772;Bela Vista do Maranhão;10.931;0.554;0.515;0.735;0.450
MA;21;2101731;Belágua;7.273;0.512;0.417;0.707;0.455
MA;21;2101806;Benedito Leite;5.519;0.546;0.531;0.719;0.426
MA;21;2101905;Bequimão;20.853;0.601;0.510;0.757;0.561
MA;21;2101939;Bernardo do Mearim;5.900;0.604;0.544;0.742;0.547
MA;21;2101970;Boa Vista do Gurupi;8.996;0.545;0.515;0.681;0.461
MA;21;2102002;Bom Jardim;40.660;0.660;0.707;0.809;0.503
MA;21;2102036;Bom Jesus das Selvas;32.900;0.558;0.537;0.751;0.431
MA;21;2102077;Bom Lugar;15.855;0.562;0.486;0.741;0.493
MA;21;2102101;Brejo;35.473;0.562;0.517;0.758;0.454
MA;21;2102150;Brejo de Areia;9.166;0.519;0.507;0.677;0.408
MA;21;2102200;Buriti;28.022;0.548;0.479;0.714;0.480
MA;21;2102309;Buriti Bravo;23.375;0.590;0.539;0.752;0.506
MA;21;2102325;Buriticupu;70.417;0.556;0.533;0.708;0.455
MA;21;2102358;Buritirana;15.100;0.583;0.540;0.725;0.505
MA;21;2102374;Cachoeira Grande;8.822;0.537;0.422;0.773;0.476
MA;21;2102408;Cajapió;10.927;0.553;0.466;0.720;0.505
MA;21;2102507;Cajari;18.943;0.523;0.456;0.747;0.421
MA;21;2102556;Campestre do Maranhão;14.028;0.652;0.611;0.774;0.586
MA;21;2102606;Cândido Mendes;19.702;0.561;0.520;0.745;0.456
MA;21;2102705;Cantanhede;21.464;0.565;0.497;0.774;0.468
MA;21;2102754;Capinzal do Norte;10.720;0.537;0.517;0.698;0.430
MA;21;2102804;Carolina;23.866;0.634;0.600;0.802;0.529
MA;21;2102903;Carutapera;23.219;0.574;0.533;0.747;0.476
MA;21;2103000;Caxias;161.137;0.624;0.595;0.753;0.543
MA;21;2103109;Cedral;10.455;0.766;0.749;0.872;0.689
MA;21;2103125;Central do Maranhão;8.447;0.585;0.503;0.713;0.557
MA;21;2103158;Centro do Guilherme;13.015;0.542;0.510;0.707;0.442
MA;21;2103174;Centro Novo do Maranhão;21.013;0.518;0.508;0.717;0.382
MA;21;2103208;Chapadinha;77.684;0.604;0.554;0.770;0.517
MA;21;2103257;Cidelândia;14.346;0.600;0.562;0.728;0.529
MA;21;2103307;Codó;120.265;0.595;0.568;0.754;0.492
MA;21;2103406;Coelho Neto;48.320;0.564;0.544;0.728;0.454
MA;21;2103505;Colinas;40.268;0.765;0.786;0.840;0.678
MA;21;2103554;Conceição do Lago-Açu;15.782;0.512;0.492;0.738;0.370
MA;21;2103604;Coroatá;63.821;0.576;0.545;0.737;0.475
MA;21;2103703;Cururupu;30.913;0.612;0.568;0.768;0.525
MA;21;2103752;Davinópolis;12.653;0.716;0.702;0.862;0.606
MA;21;2103802;Dom Pedro;22.881;0.622;0.582;0.759;0.545
MA;21;2103901;Duque Bacelar;11.084;0.533;0.485;0.693;0.451
MA;21;2104008;Esperantinópolis;17.029;0.586;0.561;0.713;0.503
MA;21;2104057;Estreito;40.629;0.659;0.666;0.800;0.536
MA;21;2104073;Feira Nova do Maranhão;8.321;0.532;0.511;0.729;0.405
MA;21;2104081;Fernando Falcão;10.073;0.443;0.417;0.728;0.286
MA;21;2104099;Formosa da Serra Negra;18.573;0.556;0.485;0.774;0.459
MA;21;2104107;Fortaleza dos Nogueiras;12.375;0.616;0.566;0.773;0.534
MA;21;2104206;Fortuna;15.239;0.580;0.558;0.706;0.494
MA;21;2104305;Godofredo Viana;11.464;0.604;0.537;0.750;0.546
MA;21;2104404;Gonçalves Dias;17.579;0.568;0.542;0.758;0.445
MA;21;2104503;Governador Archer;10.591;0.565;0.545;0.687;0.481
MA;21;2104552;Governador Edison Lobão;17.747;0.629;0.589;0.764;0.552
MA;21;2104602;Governador Eugênio Barros;16.456;0.572;0.550;0.736;0.462
MA;21;2104628;Governador Luiz Rocha;7.626;0.544;0.508;0.692;0.459
MA;21;2104651;Governador Newton Bello;10.011;0.521;0.509;0.718;0.387
MA;21;2104677;Governador Nunes Freire;25.117;0.569;0.540;0.722;0.472
MA;21;2104701;Graça Aranha;6.142;0.570;0.538;0.748;0.459
MA;21;2104800;Grajaú;67.626;0.609;0.603;0.754;0.497
MA;21;2104909;Guimarães;11.827;0.625;0.535;0.772;0.592
MA;21;2105005;Humberto de Campos;27.976;0.535;0.443;0.759;0.455
MA;21;2105104;Icatu;26.452;0.546;0.475;0.727;0.472
MA;21;2105153;Igarapé do Meio;13.774;0.569;0.530;0.687;0.506
MA;21;2105203;Igarapé Grande;11.628;0.614;0.578;0.747;0.536
MA;21;2105302;Imperatriz;253.123;0.731;0.697;0.803;0.698
MA;21;2105351;Itaipava do Grajaú;15.609;0.518;0.456;0.726;0.419
MA;21;2105401;Itapecuru Mirim;66.433;0.599;0.534;0.747;0.539
MA;21;2105427;Itinga do Maranhão;25.440;0.630;0.601;0.764;0.545
MA;21;2105450;Jatobá;9.819;0.645;0.604;0.775;0.573
MA;21;2105476;Jenipapo dos Vieiras;16.124;0.490;0.445;0.766;0.346
MA;21;2105500;João Lisboa;23.232;0.641;0.585;0.785;0.573
MA;21;2105609;Joselândia;15.827;0.561;0.533;0.743;0.445
MA;21;2105658;Junco do Maranhão;3.431;0.552;0.550;0.690;0.443
MA;21;2105708;Lago da Pedra;48.992;0.589;0.561;0.724;0.502
MA;21;2105807;Lago do Junco;10.602;0.581;0.537;0.741;0.492
MA;21;2105948;Lago dos Rodrigues;8.716;0.602;0.555;0.737;0.534
MA;21;2105906;Lago Verde;15.893;0.557;0.508;0.731;0.466
MA;21;2105922;Lagoa do Mato;11.020;0.566;0.525;0.726;0.475
MA;21;2105963;Lagoa Grande do Maranhão;11.111;0.502;0.480;0.731;0.360
MA;21;2105989;Lajeado Novo;7.359;0.589;0.561;0.738;0.494
MA;21;2106003;Lima Campos;11.642;0.581;0.578;0.705;0.481
MA;21;2106102;Loreto;11.871;0.582;0.516;0.771;0.495
MA;21;2106201;Luís Domingues;6.788;0.588;0.541;0.734;0.512
MA;21;2106300;Magalhães de Almeida;19.267;0.567;0.502;0.729;0.499
MA;21;2106326;Maracaçumé;20.815;0.582;0.546;0.719;0.501
MA;21;2106359;Marajá do Sena;7.658;0.452;0.400;0.774;0.299
MA;21;2106375;Maranhãozinho;15.734;0.550;0.497;0.719;0.465
MA;21;2106409;Mata Roma;16.375;0.570;0.483;0.776;0.494
MA;21;2106508;Matinha;22.822;0.619;0.579;0.731;0.560
MA;21;2106607;Matões;32.988;0.550;0.519;0.739;0.434
MA;21;2106631;Matões do Norte;16.169;0.533;0.452;0.768;0.436
MA;21;2106672;Milagres do Maranhão;8.284;0.527;0.465;0.764;0.413
MA;21;2106706;Mirador;20.596;0.680;0.656;0.800;0.599
MA;21;2106755;Miranda do Norte;27.507;0.610;0.550;0.751;0.550
MA;21;2106805;Mirinzal;14.632;0.622;0.546;0.756;0.582
MA;21;2106904;Monção;32.833;0.546;0.499;0.704;0.464
MA;21;2107001;Montes Altos;9.026;0.575;0.534;0.732;0.486
MA;21;2107100;Morros;18.938;0.548;0.485;0.706;0.480
MA;21;2107209;Nina Rodrigues;14.012;0.585;0.474;0.774;0.547
MA;21;2107258;Nova Colinas;5.243;0.566;0.502;0.749;0.481
MA;21;2107308;Nova Iorque;4.592;0.584;0.558;0.729;0.489
MA;21;2107357;Nova Olinda do Maranhão;20.393;0.581;0.536;0.755;0.484
MA;21;2107407;Olho d'Água das Cunhãs;19.080;0.589;0.551;0.754;0.491
MA;21;2107456;Olinda Nova do Maranhão;14.299;0.575;0.495;0.724;0.531
MA;21;2107506;Paço do Lumiar;117.877;0.724;0.646;0.796;0.739
MA;21;2107605;Palmeirândia;19.288;0.556;0.488;0.715;0.492
MA;21;2107704;Paraibano;20.892;0.580;0.572;0.723;0.473
MA;21;2107803;Parnarama;34.146;0.542;0.504;0.758;0.416
MA;21;2107902;Passagem Franca;18.549;0.532;0.525;0.717;0.401
MA;21;2108009;Pastos Bons;18.999;0.610;0.540;0.753;0.559
MA;21;2108058;Paulino Neves;15.609;0.561;0.481;0.720;0.511
MA;21;2108108;Paulo Ramos;20.612;0.549;0.546;0.677;0.447
MA;21;2108207;Pedreiras;38.506;0.682;0.644;0.792;0.621
MA;21;2108256;Pedro do Rosário;24.475;0.516;0.475;0.696;0.415
MA;21;2108306;Penalva;37.255;0.554;0.519;0.693;0.472
MA;21;2108405;Peri Mirim;14.019;0.599;0.506;0.744;0.572
MA;21;2108454;Peritoró;22.602;0.564;0.499;0.774;0.464
MA;21;2108504;Pindaré-Mirim;32.198;0.633;0.568;0.755;0.592
MA;21;2108603;Pinheiro;81.438;0.637;0.579;0.771;0.579
MA;21;2108702;Pio XII;21.164;0.541;0.535;0.727;0.408
MA;21;2108801;Pirapemas;18.182;0.576;0.501;0.741;0.514
MA;21;2108900;Poção de Pedras;17.773;0.576;0.543;0.732;0.481
MA;21;2109007;Porto Franco;23.243;0.684;0.664;0.796;0.606
MA;21;2109056;Porto Rico do Maranhão;5.877;0.615;0.538;0.772;0.561
MA;21;2109106;Presidente Dutra;46.680;0.653;0.628;0.788;0.563
MA;21;2109205;Presidente Juscelino;12.398;0.614;0.603;0.796;0.483
MA;21;2109239;Presidente Médici;6.831;0.664;0.671;0.792;0.550
MA;21;2109270;Presidente Sarney;18.420;0.557;0.486;0.752;0.472
MA;21;2109304;Presidente Vargas;11.302;0.587;0.470;0.768;0.560
MA;21;2109403;Primeira Cruz;14.918;0.512;0.448;0.722;0.414
MA;21;2109452;Raposa;29.755;0.626;0.568;0.735;0.587
MA;21;2109502;Riachão;19.846;0.576;0.572;0.757;0.442
MA;21;2109551;Ribamar Fiquene;7.609;0.615;0.592;0.744;0.527
MA;21;2109601;Rosário;41.694;0.632;0.566;0.752;0.592
MA;21;2109700;Sambaíba;5.554;0.565;0.542;0.728;0.456
MA;21;2109759;Santa Filomena do Maranhão;7.576;0.525;0.461;0.722;0.435
MA;21;2109809;Santa Helena;41.009;0.744;0.738;0.823;0.678
MA;21;2109908;Santa Inês;83.238;0.717;0.675;0.827;0.659
MA;21;2110005;Santa Luzia;71.067;0.715;0.682;0.859;0.625
MA;21;2110039;Santa Luzia do Paruá;24.663;0.599;0.583;0.723;0.510
MA;21;2110104;Santa Quitéria do Maranhão;25.041;0.555;0.490;0.760;0.458
MA;21;2110203;Santa Rita;35.980;0.627;0.597;0.774;0.534
MA;21;2110237;Santana do Maranhão;12.987;0.510;0.445;0.758;0.394
MA;21;2110278;Santo Amaro do Maranhão;15.375;0.518;0.454;0.738;0.416
MA;21;2110302;Santo Antônio dos Lopes;14.253;0.566;0.547;0.714;0.465
MA;21;2110401;São Benedito do Rio Preto;18.256;0.541;0.468;0.749;0.452
MA;21;2110500;São Bento;45.044;0.602;0.525;0.762;0.545
MA;21;2110609;São Bernardo;27.817;0.572;0.514;0.762;0.479
MA;21;2110658;São Domingos do Azeitão;7.224;0.590;0.576;0.732;0.486
MA;21;2110708;São Domingos do Maranhão;33.707;0.582;0.549;0.713;0.504
MA;21;2110807;São Félix de Balsas;4.518;0.557;0.517;0.778;0.430
MA;21;2110856;São Francisco do Brejão;11.444;0.584;0.556;0.748;0.479
MA;21;2110906;São Francisco do Maranhão;11.966;0.528;0.503;0.733;0.400
MA;21;2111003;São João Batista;20.235;0.740;0.739;0.865;0.634
MA;21;2111029;São João do Carú;15.520;0.509;0.487;0.684;0.397
MA;21;2111052;São João do Paraíso;10.949;0.615;0.583;0.808;0.493
MA;21;2111078;São João do Soter;18.095;0.517;0.486;0.711;0.401
MA;21;2111102;São João dos Patos;25.371;0.615;0.613;0.726;0.522
MA;21;2111201;São José de Ribamar;174.267;0.708;0.642;0.790;0.700
MA;21;2111250;São José dos Basílios;7.495;0.557;0.501;0.719;0.480
MA;21;2111300;São Luís;1.073.893;0.768;0.741;0.813;0.752
MA;21;2111409;São Luís Gonzaga do Maranhão;18.607;0.540;0.503;0.716;0.438
MA;21;2111508;São Mateus do Maranhão;40.574;0.616;0.627;0.723;0.515
MA;21;2111532;São Pedro da Água Branca;12.407;0.605;0.577;0.735;0.523
MA;21;2111573;São Pedro dos Crentes;4.563;0.600;0.558;0.738;0.524
MA;21;2111607;São Raimundo das Mangabeiras;18.406;0.610;0.583;0.749;0.521
MA;21;2111631;São Raimundo do Doca Bezerra;5.230;0.516;0.478;0.700;0.410
MA;21;2111672;São Roberto;6.529;0.516;0.475;0.738;0.391
MA;21;2111706;São Vicente Ferrer;20.678;0.592;0.504;0.762;0.541
MA;21;2111722;Satubinha;13.487;0.493;0.450;0.720;0.369
MA;21;2111748;Senador Alexandre Costa;10.862;0.538;0.520;0.689;0.435
MA;21;2111763;Senador La Rocque;14.081;0.602;0.570;0.743;0.515
MA;21;2111789;Serrano do Maranhão;10.859;0.519;0.440;0.735;0.433
MA;21;2111805;Sítio Novo;17.663;0.572;0.528;0.722;0.491
MA;21;2111904;Sucupira do Norte;10.434;0.579;0.526;0.731;0.505
MA;21;2111953;Sucupira do Riachão;5.537;0.568;0.538;0.761;0.447
MA;21;2112001;Tasso Fragoso;8.303;0.599;0.562;0.777;0.491
MA;21;2112100;Timbiras;28.511;0.537;0.498;0.730;0.427
MA;21;2112209;Timon;164.869;0.649;0.614;0.768;0.579
MA;21;2112233;Trizidela do Vale;20.891;0.606;0.565;0.738;0.534
MA;21;2112274;Tufilândia;5.716;0.555;0.502;0.709;0.481
MA;21;2112308;Tuntum;40.844;0.572;0.534;0.726;0.483
MA;21;2112407;Turiaçu;34.826;0.561;0.493;0.776;0.461
MA;21;2112456;Turilândia;24.907;0.536;0.495;0.774;0.402
MA;21;2112506;Tutóia;57.253;0.561;0.543;0.722;0.451
MA;21;2112605;Urbano Santos;32.316;0.588;0.506;0.770;0.522
MA;21;2112704;Vargem Grande;54.845;0.542;0.487;0.768;0.425
MA;21;2112803;Viana;51.249;0.686;0.672;0.816;0.589
MA;21;2112852;Vila Nova dos Martírios;12.954;0.581;0.555;0.718;0.491
MA;21;2112902;Vitória do Mearim;32.046;0.596;0.540;0.733;0.534
MA;21;2113009;Vitorino Freire;30.917;0.570;0.563;0.688;0.477
MA;21;2114007;Zé Doca;50.507;0.595;0.559;0.745;0.505
PI;22;2200053;Acauã;6.933;0.528;0.517;0.692;0.411
PI;22;2200103;Agricolândia;5.078;0.599;0.550;0.742;0.526
PI;22;2200202;Água Branca;17.010;0.639;0.600;0.763;0.569
PI;22;2200251;Alagoinha do Piauí;7.501;0.531;0.535;0.716;0.391
PI;22;2200277;Alegrete do Piauí;4.832;0.585;0.564;0.749;0.475
PI;22;2200301;Alto Longá;14.006;0.585;0.567;0.751;0.470
PI;22;2200400;Altos;39.715;0.614;0.590;0.767;0.512
PI;22;2200459;Alvorada do Gurguéia;5.278;0.578;0.520;0.749;0.496
PI;22;2200509;Amarante;17.312;0.598;0.574;0.750;0.497
PI;22;2200608;Angical do Piauí;6.692;0.630;0.610;0.737;0.555
PI;22;2200707;Anísio de Abreu;9.597;0.594;0.534;0.768;0.512
PI;22;2200806;Antônio Almeida;3.103;0.620;0.579;0.781;0.527
PI;22;2200905;Aroazes;5.763;0.583;0.563;0.752;0.468
PI;22;2200954;Aroeiras do Itaim;2.460;0.519;0.502;0.738;0.378
PI;22;2201002;Arraial;4.670;0.560;0.514;0.761;0.449
PI;22;2201051;Assunção do Piauí;7.686;0.499;0.462;0.706;0.382
PI;22;2201101;Avelino Lopes;11.433;0.554;0.532;0.722;0.442
PI;22;2201150;Baixa Grande do Ribeiro;11.218;0.564;0.537;0.751;0.446
PI;22;2201176;Barra D'Alcântara;3.887;0.577;0.526;0.777;0.471
PI;22;2201200;Barras;46.072;0.595;0.558;0.779;0.485
PI;22;2201309;Barreiras do Piauí;3.287;0.557;0.560;0.730;0.423
PI;22;2201408;Barro Duro;6.935;0.612;0.611;0.729;0.514
PI;22;2201507;Batalha;26.331;0.594;0.563;0.752;0.496
PI;22;2201556;Bela Vista do Piauí;3.919;0.576;0.520;0.709;0.519
PI;22;2201572;Belém do Piauí;3.464;0.551;0.537;0.696;0.448
PI;22;2201606;Beneditinos;10.027;0.557;0.561;0.780;0.394
PI;22;2201705;Bertolínia;5.402;0.612;0.596;0.758;0.507
PI;22;2201739;Betânia do Piauí;6.097;0.489;0.486;0.702;0.342
PI;22;2201770;Boa Hora;6.599;0.575;0.534;0.772;0.460
PI;22;2201804;Bocaina;4.436;0.742;0.741;0.840;0.656
PI;22;2201903;Bom Jesus;24.327;0.718;0.740;0.827;0.606
PI;22;2201919;Bom Princípio do Piauí;5.497;0.532;0.526;0.770;0.372
PI;22;2201929;Bonfim do Piauí;5.549;0.542;0.542;0.707;0.415
PI;22;2201945;Boqueirão do Piauí;6.380;0.560;0.555;0.729;0.434
PI;22;2201960;Brasileira;8.159;0.577;0.572;0.752;0.446
PI;22;2201988;Brejo do Piauí;3.871;0.515;0.531;0.725;0.354
PI;22;2202000;Buriti dos Lopes;19.415;0.565;0.544;0.735;0.452
PI;22;2202026;Buriti dos Montes;8.188;0.574;0.527;0.780;0.460
PI;22;2202059;Cabeceiras do Piauí;10.325;0.583;0.540;0.769;0.476
PI;22;2202075;Cajazeiras do Piauí;3.471;0.562;0.525;0.752;0.449
PI;22;2202083;Cajueiro da Praia;7.451;0.546;0.551;0.739;0.400
PI;22;2202091;Caldeirão Grande do Piauí;5.674;0.588;0.561;0.744;0.486
PI;22;2202109;Campinas do Piauí;5.507;0.544;0.524;0.776;0.397
PI;22;2202117;Campo Alegre do Fidalgo;4.911;0.537;0.528;0.762;0.385
PI;22;2202133;Campo Grande do Piauí;5.801;0.560;0.545;0.721;0.446
PI;22;2202174;Campo Largo do Piauí;7.094;0.528;0.479;0.766;0.401
PI;22;2202208;Campo Maior;45.971;0.656;0.629;0.793;0.566
PI;22;2202251;Canavieira;3.904;0.583;0.525;0.778;0.485
PI;22;2202307;Canto do Buriti;20.700;0.576;0.571;0.724;0.462
PI;22;2202406;Capitão de Campos;11.239;0.583;0.552;0.773;0.465
PI;22;2202455;Capitão Gervásio Oliveira;4.008;0.553;0.503;0.725;0.464
PI;22;2202505;Caracol;10.641;0.647;0.628;0.826;0.522
PI;22;2202539;Caraúbas do Piauí;5.728;0.505;0.480;0.775;0.347
PI;22;2202554;Caridade do Piauí;4.994;0.541;0.520;0.715;0.426
PI;22;2202604;Castelo do Piauí;18.160;0.587;0.566;0.754;0.473
PI;22;2202653;Caxingó;5.279;0.488;0.498;0.708;0.329
PI;22;2202703;Cocal;27.230;0.497;0.516;0.712;0.334
PI;22;2202711;Cocal de Telha;4.621;0.555;0.550;0.780;0.399
PI;22;2202729;Cocal dos Alves;6.028;0.498;0.504;0.779;0.315
PI;22;2202737;Coivaras;3.930;0.565;0.543;0.732;0.453
PI;22;2202752;Colônia do Gurguéia;6.314;0.628;0.578;0.778;0.550
PI;22;2202778;Colônia do Piauí;7.527;0.588;0.570;0.772;0.462
PI;22;2202802;Conceição do Canindé;4.536;0.589;0.559;0.759;0.482
PI;22;2202851;Coronel José Dias;4.602;0.546;0.518;0.725;0.433
PI;22;2202901;Corrente;26.084;0.642;0.620;0.789;0.540
PI;22;2203008;Cristalândia do Piauí;8.102;0.573;0.521;0.770;0.469
PI;22;2203107;Cristino Castro;10.214;0.566;0.586;0.713;0.434
PI;22;2203206;Curimatá;11.121;0.607;0.574;0.741;0.527
PI;22;2203230;Currais;4.845;0.542;0.490;0.743;0.438
PI;22;2203271;Curral Novo do Piauí;5.086;0.527;0.506;0.685;0.422
PI;22;2203255;Curralinhos;4.337;0.555;0.512;0.762;0.438
PI;22;2203305;Demerval Lobão;13.552;0.618;0.588;0.781;0.515
PI;22;2203354;Dirceu Arcoverde;6.862;0.561;0.563;0.718;0.436
PI;22;2203404;Dom Expedito Lopes;6.756;0.601;0.583;0.762;0.488
PI;22;2203453;Dom Inocêncio;9.387;0.549;0.498;0.756;0.439
PI;22;2203420;Domingos Mourão;4.290;0.550;0.547;0.755;0.403
PI;22;2203503;Elesbão Veloso;14.432;0.580;0.573;0.758;0.450
PI;22;2203602;Eliseu Martins;4.807;0.595;0.616;0.742;0.462
PI;22;2203701;Esperantina;38.874;0.605;0.579;0.769;0.497
